id,sensor_type,value,timestamp
12264,turbidity,2901.53,2024-12-22 21:26:30
12265,total dissolved solids,693.15,2024-12-22 21:26:30
12266,temperature,70.47,2024-12-22 21:26:32
12267,total dissolved solids,692.72,2024-12-22 21:26:33
12268,turbidity,2899.71,2024-12-22 21:26:33
12269,temperature,70.36,2024-12-22 21:26:35
12270,total dissolved solids,0.33,2024-12-22 21:26:35
12271,turbidity,1.37,2024-12-22 21:26:35
12272,total dissolved solids,692.99,2024-12-22 21:26:37
12273,turbidity,2900.85,2024-12-22 21:26:37
12274,temperature,70.36,2024-12-22 21:26:37
12275,turbidity,2900.74,2024-12-22 21:26:39
12276,total dissolved solids,692.96,2024-12-22 21:26:39
12277,temperature,70.47,2024-12-22 21:26:40
12278,turbidity,2901.88,2024-12-22 21:26:41
12279,total dissolved solids,693.23,2024-12-22 21:26:41
12280,total dissolved solids,0.33,2024-12-22 21:26:43
12281,turbidity,1.37,2024-12-22 21:26:43
12282,temperature,70.36,2024-12-22 21:26:43
12283,total dissolved solids,693.18,2024-12-22 21:26:45
12284,turbidity,2901.65,2024-12-22 21:26:45
12285,temperature,70.47,2024-12-22 21:26:46
12286,total dissolved solids,0.33,2024-12-22 21:26:47
12287,turbidity,1.37,2024-12-22 21:26:47
12288,temperature,70.36,2024-12-22 21:26:49
12289,total dissolved solids,693.21,2024-12-22 21:26:49
12290,turbidity,2901.76,2024-12-22 21:26:49
12291,total dissolved solids,692.42,2024-12-22 21:26:52
12292,turbidity,2898.46,2024-12-22 21:26:52
12293,temperature,70.47,2024-12-22 21:26:52
12294,total dissolved solids,0.33,2024-12-22 21:26:54
12295,turbidity,1.37,2024-12-22 21:26:54
12296,temperature,70.36,2024-12-22 21:26:55
12297,total dissolved solids,694.43,2024-12-22 21:26:56
12298,turbidity,2906.88,2024-12-22 21:26:56
12299,temperature,70.36,2024-12-22 21:26:58
12300,total dissolved solids,691.96,2024-12-22 21:26:58
12301,turbidity,2896.53,2024-12-22 21:26:58
12302,turbidity,2901.76,2024-12-22 21:27:00
12303,total dissolved solids,693.21,2024-12-22 21:27:00
12304,temperature,70.47,2024-12-22 21:27:01
12305,turbidity,2894.82,2024-12-22 21:27:02
12306,total dissolved solids,691.55,2024-12-22 21:27:02
12307,temperature,70.36,2024-12-22 21:27:04
12308,total dissolved solids,693.21,2024-12-22 21:27:04
12309,turbidity,2901.76,2024-12-22 21:27:04
12310,total dissolved solids,692.93,2024-12-22 21:27:06
12311,turbidity,2900.62,2024-12-22 21:27:06
12312,temperature,70.36,2024-12-22 21:27:07
12313,turbidity,2901.19,2024-12-22 21:27:08
12314,total dissolved solids,693.07,2024-12-22 21:27:08
12315,temperature,70.36,2024-12-22 21:27:09
12316,total dissolved solids,0.33,2024-12-22 21:27:11
12317,turbidity,1.37,2024-12-22 21:27:11
12318,total dissolved solids,692.77,2024-12-22 21:27:13
12319,turbidity,2899.94,2024-12-22 21:27:13
12320,temperature,70.36,2024-12-22 21:27:13
12321,total dissolved solids,0.33,2024-12-22 21:27:15
12322,turbidity,2899.49,2024-12-22 21:27:15
12323,temperature,70.36,2024-12-22 21:27:16
12324,total dissolved solids,0.33,2024-12-22 21:27:17
12325,turbidity,1.37,2024-12-22 21:27:17
12326,temperature,70.47,2024-12-22 21:27:19
12327,total dissolved solids,693.26,2024-12-22 21:27:19
12328,turbidity,2901.99,2024-12-22 21:27:19
12329,total dissolved solids,692.39,2024-12-22 21:27:21
12330,turbidity,2898.35,2024-12-22 21:27:21
12331,temperature,70.47,2024-12-22 21:27:22
12332,total dissolved solids,693.21,2024-12-22 21:27:23
12333,turbidity,2901.76,2024-12-22 21:27:23
12334,temperature,70.36,2024-12-22 21:27:25
12335,turbidity,2897.78,2024-12-22 21:27:25
12336,total dissolved solids,692.26,2024-12-22 21:27:25
12337,temperature,70.47,2024-12-22 21:27:28
12338,total dissolved solids,687.96,2024-12-22 21:27:28
12339,turbidity,2879.81,2024-12-22 21:27:28
12340,total dissolved solids,692.36,2024-12-22 21:27:30
12341,turbidity,2898.24,2024-12-22 21:27:30
12342,temperature,70.47,2024-12-22 21:27:30
12343,turbidity,2902.22,2024-12-22 21:27:32
12344,total dissolved solids,693.32,2024-12-22 21:27:32
12345,temperature,70.36,2024-12-22 21:27:33
12346,turbidity,2898.92,2024-12-22 21:27:34
12347,total dissolved solids,692.53,2024-12-22 21:27:34
12348,total dissolved solids,692.88,2024-12-22 21:27:36
12349,turbidity,2900.4,2024-12-22 21:27:36
12350,temperature,70.36,2024-12-22 21:27:36
12351,total dissolved solids,0.33,2024-12-22 21:27:38
12352,turbidity,1.37,2024-12-22 21:27:38
12353,temperature,70.36,2024-12-22 21:27:39
12354,turbidity,2899.83,2024-12-22 21:27:40
12355,total dissolved solids,692.74,2024-12-22 21:27:40
12356,temperature,70.36,2024-12-22 21:27:42
12357,total dissolved solids,694.48,2024-12-22 21:27:42
12358,turbidity,2907.11,2024-12-22 21:27:42
12359,turbidity,2899.37,2024-12-22 21:27:45
12360,total dissolved solids,692.64,2024-12-22 21:27:45
12361,temperature,70.36,2024-12-22 21:27:45
12362,total dissolved solids,0.33,2024-12-22 21:27:47
12363,turbidity,1.37,2024-12-22 21:27:47
12364,temperature,70.36,2024-12-22 21:27:48
12365,total dissolved solids,0.33,2024-12-22 21:27:49
12366,turbidity,1.37,2024-12-22 21:27:49
12367,temperature,70.36,2024-12-22 21:27:51
12368,turbidity,2903.47,2024-12-22 21:27:51
12369,total dissolved solids,693.61,2024-12-22 21:27:51
12370,turbidity,2897.89,2024-12-22 21:27:53
12371,total dissolved solids,692.28,2024-12-22 21:27:53
12372,temperature,70.36,2024-12-22 21:27:54
12373,total dissolved solids,692.99,2024-12-22 21:27:55
12374,turbidity,2900.85,2024-12-22 21:27:55
12375,temperature,70.36,2024-12-22 21:27:57
12376,total dissolved solids,692.39,2024-12-22 21:27:57
12377,turbidity,2898.35,2024-12-22 21:27:57
12378,turbidity,2900.85,2024-12-22 21:27:59
12379,total dissolved solids,692.99,2024-12-22 21:27:59
12380,temperature,70.47,2024-12-22 21:28:00
12381,turbidity,2890.39,2024-12-22 21:28:01
12382,total dissolved solids,0.33,2024-12-22 21:28:01
12383,temperature,70.47,2024-12-22 21:28:03
12384,total dissolved solids,692.61,2024-12-22 21:28:04
12385,turbidity,2899.26,2024-12-22 21:28:04
12386,temperature,70.36,2024-12-22 21:28:05
12387,total dissolved solids,692.61,2024-12-22 21:28:06
12388,turbidity,2899.26,2024-12-22 21:28:06
12389,total dissolved solids,693.21,2024-12-22 21:28:08
12390,turbidity,2901.76,2024-12-22 21:28:08
12391,temperature,70.36,2024-12-22 21:28:08
12392,total dissolved solids,692.15,2024-12-22 21:28:10
12393,turbidity,2897.33,2024-12-22 21:28:10
12394,temperature,70.36,2024-12-22 21:28:11
12395,total dissolved solids,692.72,2024-12-22 21:28:12
12396,turbidity,2899.71,2024-12-22 21:28:12
12397,turbidity,2891.98,2024-12-22 21:28:14
12398,total dissolved solids,690.87,2024-12-22 21:28:14
12399,temperature,70.36,2024-12-22 21:28:14
12400,total dissolved solids,692.91,2024-12-22 21:28:16
12401,turbidity,2900.51,2024-12-22 21:28:16
12402,temperature,70.47,2024-12-22 21:28:17
12403,total dissolved solids,0.33,2024-12-22 21:28:18
12404,turbidity,2899.83,2024-12-22 21:28:18
12405,temperature,70.36,2024-12-22 21:28:20
12406,total dissolved solids,0.33,2024-12-22 21:28:20
12407,turbidity,2898.69,2024-12-22 21:28:21
12408,total dissolved solids,0.33,2024-12-22 21:28:23
12409,turbidity,2895.73,2024-12-22 21:28:23
12410,temperature,70.36,2024-12-22 21:28:23
12411,total dissolved solids,0.33,2024-12-22 21:28:25
12412,turbidity,2895.51,2024-12-22 21:28:25
12413,temperature,70.36,2024-12-22 21:28:26
12414,total dissolved solids,0.33,2024-12-22 21:28:27
12415,turbidity,2900.74,2024-12-22 21:28:27
12416,temperature,70.36,2024-12-22 21:28:29
12417,total dissolved solids,0.33,2024-12-22 21:28:29
12418,turbidity,2899.26,2024-12-22 21:28:29
12419,total dissolved solids,0.33,2024-12-22 21:28:31
12420,turbidity,2893.23,2024-12-22 21:28:31
12421,temperature,70.47,2024-12-22 21:28:32
12422,total dissolved solids,0.3,2024-12-22 21:28:33
12423,turbidity,2900.97,2024-12-22 21:28:33
12424,temperature,70.47,2024-12-22 21:28:35
12425,total dissolved solids,0.33,2024-12-22 21:28:35
12426,turbidity,2898.24,2024-12-22 21:28:35
12427,total dissolved solids,0.33,2024-12-22 21:28:37
12428,turbidity,2900.74,2024-12-22 21:28:37
12429,temperature,70.36,2024-12-22 21:28:38
12430,total dissolved solids,0.33,2024-12-22 21:28:39
12431,turbidity,2902.33,2024-12-22 21:28:40
12432,temperature,70.36,2024-12-22 21:28:41
12433,total dissolved solids,0.33,2024-12-22 21:28:42
12434,turbidity,2901.88,2024-12-22 21:28:42
12435,temperature,70.47,2024-12-22 21:28:43
12436,total dissolved solids,0.33,2024-12-22 21:28:44
12437,turbidity,2900.74,2024-12-22 21:28:44
12438,total dissolved solids,0.33,2024-12-22 21:28:46
12439,turbidity,2897.67,2024-12-22 21:28:46
12440,temperature,70.47,2024-12-22 21:28:46
12441,total dissolved solids,0.33,2024-12-22 21:28:48
12442,turbidity,2901.42,2024-12-22 21:28:48
12443,temperature,70.36,2024-12-22 21:28:49
12444,total dissolved solids,0.33,2024-12-22 21:28:50
12445,turbidity,2889.48,2024-12-22 21:28:50
12446,total dissolved solids,0.33,2024-12-22 21:28:52
12447,turbidity,2901.65,2024-12-22 21:28:52
12448,temperature,70.47,2024-12-22 21:28:52
12449,total dissolved solids,0.3,2024-12-22 21:28:54
12450,turbidity,2899.49,2024-12-22 21:28:54
12451,temperature,70.36,2024-12-22 21:28:55
12452,total dissolved solids,0.33,2024-12-22 21:28:56
12453,turbidity,2900.28,2024-12-22 21:28:56
12454,temperature,70.47,2024-12-22 21:28:58
12455,total dissolved solids,0.33,2024-12-22 21:28:58
12456,turbidity,2902.67,2024-12-22 21:28:58
12457,total dissolved solids,0.33,2024-12-22 21:29:01
12458,turbidity,2900.74,2024-12-22 21:29:01
12459,temperature,70.47,2024-12-22 21:29:01
12460,total dissolved solids,0.33,2024-12-22 21:29:03
12461,turbidity,2897.21,2024-12-22 21:29:03
12462,temperature,70.36,2024-12-22 21:29:04
12463,total dissolved solids,0.33,2024-12-22 21:29:05
12464,turbidity,2899.37,2024-12-22 21:29:05
12465,temperature,70.47,2024-12-22 21:29:07
12466,total dissolved solids,0.33,2024-12-22 21:29:07
12467,turbidity,2896.19,2024-12-22 21:29:07
12468,total dissolved solids,0.33,2024-12-22 21:29:09
12469,turbidity,2898.69,2024-12-22 21:29:09
12470,temperature,70.47,2024-12-22 21:29:10
12471,total dissolved solids,0.33,2024-12-22 21:29:11
12472,turbidity,2901.31,2024-12-22 21:29:11
12473,temperature,70.36,2024-12-22 21:29:13
12474,total dissolved solids,0.33,2024-12-22 21:29:13
12475,turbidity,2898.46,2024-12-22 21:29:13
12476,total dissolved solids,0.33,2024-12-22 21:29:15
12477,turbidity,2901.08,2024-12-22 21:29:15
12478,temperature,70.36,2024-12-22 21:29:15
12479,total dissolved solids,0.33,2024-12-22 21:29:17
12480,turbidity,2899.03,2024-12-22 21:29:17
12481,temperature,70.36,2024-12-22 21:29:18
12482,total dissolved solids,0.33,2024-12-22 21:29:20
12483,turbidity,2899.94,2024-12-22 21:29:20
12484,temperature,70.47,2024-12-22 21:29:21
12485,total dissolved solids,0.33,2024-12-22 21:29:22
12486,turbidity,2899.94,2024-12-22 21:29:22
12487,total dissolved solids,0.33,2024-12-22 21:29:24
12488,turbidity,2897.21,2024-12-22 21:29:24
12489,temperature,70.47,2024-12-22 21:29:24
12490,total dissolved solids,0.33,2024-12-22 21:29:26
12491,turbidity,2896.76,2024-12-22 21:29:26
12492,temperature,70.36,2024-12-22 21:29:27
12493,total dissolved solids,0.33,2024-12-22 21:29:28
12494,turbidity,2899.15,2024-12-22 21:29:28
12495,temperature,70.36,2024-12-22 21:29:30
12496,turbidity,1.37,2024-12-22 21:29:30
12497,total dissolved solids,0.33,2024-12-22 21:29:30
12498,total dissolved solids,692.64,2024-12-22 21:29:32
12499,turbidity,2899.37,2024-12-22 21:29:32
12500,temperature,70.36,2024-12-22 21:29:33
12501,total dissolved solids,0.33,2024-12-22 21:29:34
12502,turbidity,1.37,2024-12-22 21:29:34
12503,temperature,70.36,2024-12-22 21:29:36
12504,total dissolved solids,0.33,2024-12-22 21:29:36
12505,turbidity,1.37,2024-12-22 21:29:36
12506,total dissolved solids,0.33,2024-12-22 21:29:39
12507,turbidity,1.37,2024-12-22 21:29:39
12508,temperature,70.36,2024-12-22 21:29:39
12509,total dissolved solids,0.33,2024-12-22 21:29:41
12510,turbidity,1.37,2024-12-22 21:29:41
12511,temperature,70.36,2024-12-22 21:29:42
12512,total dissolved solids,0.33,2024-12-22 21:29:43
12513,turbidity,1.37,2024-12-22 21:29:43
12514,temperature,70.47,2024-12-22 21:29:45
12515,total dissolved solids,692.58,2024-12-22 21:29:45
12516,turbidity,2899.15,2024-12-22 21:29:45
12517,total dissolved solids,692.45,2024-12-22 21:29:47
12518,turbidity,2898.58,2024-12-22 21:29:47
12519,temperature,70.47,2024-12-22 21:29:48
12520,total dissolved solids,0.33,2024-12-22 21:29:49
12521,turbidity,1.37,2024-12-22 21:29:49
12522,temperature,70.47,2024-12-22 21:29:50
12523,total dissolved solids,0.33,2024-12-22 21:29:51
12524,turbidity,1.37,2024-12-22 21:29:51
12525,temperature,70.47,2024-12-22 21:29:53
12526,total dissolved solids,689.05,2024-12-22 21:29:53
12527,turbidity,2884.36,2024-12-22 21:29:53
12528,total dissolved solids,0.33,2024-12-22 21:29:55
12529,turbidity,1.37,2024-12-22 21:29:55
12530,temperature,70.47,2024-12-22 21:29:56
12531,turbidity,2899.6,2024-12-22 21:29:58
12532,total dissolved solids,692.69,2024-12-22 21:29:58
12533,temperature,70.47,2024-12-22 21:29:59
12534,total dissolved solids,689.95,2024-12-22 21:30:00
12535,turbidity,2888.11,2024-12-22 21:30:00
12536,total dissolved solids,692.42,2024-12-22 21:30:02
12537,turbidity,2898.46,2024-12-22 21:30:02
12538,temperature,70.47,2024-12-22 21:30:02
12539,total dissolved solids,692.72,2024-12-22 21:30:04
12540,turbidity,2899.71,2024-12-22 21:30:04
12541,temperature,70.36,2024-12-22 21:30:05
12542,turbidity,2899.15,2024-12-22 21:30:06
12543,total dissolved solids,692.58,2024-12-22 21:30:06
12544,temperature,70.36,2024-12-22 21:30:08
12545,total dissolved solids,694.13,2024-12-22 21:30:08
12546,turbidity,2905.63,2024-12-22 21:30:08
12547,total dissolved solids,692.66,2024-12-22 21:30:10
12548,turbidity,2899.49,2024-12-22 21:30:10
12549,temperature,70.47,2024-12-22 21:30:11
12550,total dissolved solids,691.98,2024-12-22 21:30:12
12551,turbidity,2896.64,2024-12-22 21:30:12
12552,temperature,70.47,2024-12-22 21:30:14
12553,total dissolved solids,692.72,2024-12-22 21:30:14
12554,turbidity,2899.71,2024-12-22 21:30:14
12555,total dissolved solids,0.33,2024-12-22 21:30:17
12556,turbidity,1.37,2024-12-22 21:30:17
12557,temperature,70.36,2024-12-22 21:30:17
12558,total dissolved solids,690.82,2024-12-22 21:30:19
12559,turbidity,2891.75,2024-12-22 21:30:19
12560,temperature,70.47,2024-12-22 21:30:20
12561,total dissolved solids,0.33,2024-12-22 21:30:21
12562,turbidity,1.37,2024-12-22 21:30:21
12563,temperature,70.36,2024-12-22 21:30:23
12564,total dissolved solids,692.8,2024-12-22 21:30:23
12565,turbidity,2900.06,2024-12-22 21:30:23
12566,turbidity,2897.33,2024-12-22 21:30:25
12567,total dissolved solids,692.15,2024-12-22 21:30:25
12568,temperature,70.47,2024-12-22 21:30:25
12569,turbidity,2899.6,2024-12-22 21:30:27
12570,total dissolved solids,692.69,2024-12-22 21:30:27
12571,temperature,70.47,2024-12-22 21:30:28
12572,turbidity,2901.65,2024-12-22 21:30:29
12573,total dissolved solids,693.18,2024-12-22 21:30:29
12574,temperature,70.47,2024-12-22 21:30:31
12575,total dissolved solids,691.66,2024-12-22 21:30:31
12576,turbidity,2895.28,2024-12-22 21:30:31
12577,total dissolved solids,690.98,2024-12-22 21:30:34
12578,turbidity,2892.44,2024-12-22 21:30:34
12579,temperature,70.36,2024-12-22 21:30:34
12580,total dissolved solids,692.58,2024-12-22 21:30:36
12581,turbidity,2899.15,2024-12-22 21:30:36
12582,temperature,70.47,2024-12-22 21:30:37
12583,total dissolved solids,692.09,2024-12-22 21:30:38
12584,turbidity,2897.1,2024-12-22 21:30:38
12585,turbidity,2899.03,2024-12-22 21:30:40
12586,total dissolved solids,692.55,2024-12-22 21:30:40
12587,temperature,70.47,2024-12-22 21:30:40
12588,total dissolved solids,692.5,2024-12-22 21:30:42
12589,turbidity,2898.8,2024-12-22 21:30:42
12590,temperature,70.36,2024-12-22 21:30:43
12591,total dissolved solids,692.28,2024-12-22 21:30:44
12592,turbidity,2897.89,2024-12-22 21:30:44
12593,temperature,70.36,2024-12-22 21:30:46
12594,turbidity,2898.12,2024-12-22 21:30:46
12595,total dissolved solids,692.34,2024-12-22 21:30:46
12596,turbidity,2898.24,2024-12-22 21:30:48
12597,total dissolved solids,692.36,2024-12-22 21:30:48
12598,temperature,70.36,2024-12-22 21:30:49
12599,total dissolved solids,692.64,2024-12-22 21:30:50
12600,turbidity,2899.37,2024-12-22 21:30:50
12601,temperature,70.36,2024-12-22 21:30:52
12602,total dissolved solids,691.66,2024-12-22 21:30:53
12603,turbidity,2895.28,2024-12-22 21:30:53
12604,temperature,70.36,2024-12-22 21:30:55
12605,turbidity,2892.21,2024-12-22 21:30:55
12606,total dissolved solids,690.92,2024-12-22 21:30:55
12607,total dissolved solids,692.01,2024-12-22 21:30:57
12608,turbidity,2896.76,2024-12-22 21:30:57
12609,temperature,70.36,2024-12-22 21:30:58
12610,total dissolved solids,692.53,2024-12-22 21:30:59
12611,turbidity,2898.92,2024-12-22 21:30:59
12612,temperature,70.47,2024-12-22 21:31:00
12613,total dissolved solids,0.33,2024-12-22 21:31:01
12614,turbidity,1.37,2024-12-22 21:31:01
12615,turbidity,2898.8,2024-12-22 21:31:03
12616,total dissolved solids,692.5,2024-12-22 21:31:03
12617,temperature,70.36,2024-12-22 21:31:03
12618,total dissolved solids,691.79,2024-12-22 21:31:05
12619,turbidity,2895.85,2024-12-22 21:31:05
12620,temperature,70.36,2024-12-22 21:31:06
12621,total dissolved solids,692.5,2024-12-22 21:31:07
12622,turbidity,2898.8,2024-12-22 21:31:07
12623,temperature,70.47,2024-12-22 21:31:09
12624,total dissolved solids,691.93,2024-12-22 21:31:09
12625,turbidity,2896.42,2024-12-22 21:31:09
12626,turbidity,2899.15,2024-12-22 21:31:12
12627,total dissolved solids,0.33,2024-12-22 21:31:12
12628,temperature,70.47,2024-12-22 21:31:12
12629,turbidity,2902.45,2024-12-22 21:31:14
12630,total dissolved solids,0.33,2024-12-22 21:31:14
12631,temperature,70.36,2024-12-22 21:31:15
12632,total dissolved solids,692.45,2024-12-22 21:31:16
12633,turbidity,2898.58,2024-12-22 21:31:16
12634,temperature,70.36,2024-12-22 21:31:18
12635,turbidity,2901.08,2024-12-22 21:31:18
12636,total dissolved solids,693.04,2024-12-22 21:31:18
12637,turbidity,2900.17,2024-12-22 21:31:20
12638,total dissolved solids,0.33,2024-12-22 21:31:20
12639,temperature,70.36,2024-12-22 21:31:21
12640,total dissolved solids,691.79,2024-12-22 21:31:22
12641,turbidity,2895.85,2024-12-22 21:31:22
12642,temperature,70.36,2024-12-22 21:31:24
12643,turbidity,2899.6,2024-12-22 21:31:24
12644,total dissolved solids,692.69,2024-12-22 21:31:24
12645,total dissolved solids,691.98,2024-12-22 21:31:26
12646,turbidity,2896.64,2024-12-22 21:31:26
12647,temperature,70.36,2024-12-22 21:31:27
12648,turbidity,2899.26,2024-12-22 21:31:28
12649,total dissolved solids,692.61,2024-12-22 21:31:28
12650,temperature,70.36,2024-12-22 21:31:30
12651,total dissolved solids,691.77,2024-12-22 21:31:31
12652,turbidity,2895.73,2024-12-22 21:31:31
12653,temperature,70.36,2024-12-22 21:31:32
12654,turbidity,2898.35,2024-12-22 21:31:33
12655,total dissolved solids,692.39,2024-12-22 21:31:33
12656,turbidity,2892.21,2024-12-22 21:31:35
12657,total dissolved solids,690.92,2024-12-22 21:31:35
12658,temperature,70.36,2024-12-22 21:31:35
12659,total dissolved solids,692.42,2024-12-22 21:31:37
12660,turbidity,2898.46,2024-12-22 21:31:37
12661,temperature,70.47,2024-12-22 21:31:38
12662,total dissolved solids,691.9,2024-12-22 21:31:39
12663,turbidity,2896.3,2024-12-22 21:31:39
12664,total dissolved solids,692.36,2024-12-22 21:31:41
12665,turbidity,2898.24,2024-12-22 21:31:41
12666,temperature,70.36,2024-12-22 21:31:41
12667,total dissolved solids,692.31,2024-12-22 21:31:43
